abacalero	abacalera
acopado	acopada
acopetado	acopetada
acopiador	acopiadora
acoplador	acopladora
acorazonado	acorazonada
acorchado	acorchada
acordado	acordada
acordonado	acordonada
acornado	acornada
acorneador	acorneadora
acorredor	acorredora
acosador	acosadora
acostado	acostada
acostadote	acostadota
acostumbrado	acostumbrada
acotiledóneo	acotiledónea
acreditado	acreditada
acreditativo	acreditativa
acribador	acribadora
acriminador	acriminadora
acriollado	acriollada
acrisolado	acrisolada
acrisolador	acrisoladora
acristalado	acristalada
acristianado	acristianada
acroamático	acroamática
acrobático	acrobática
acromado	acromada
acromegálico	acromegálica
acromiano	acromiana
acromático	acromática
acrático	acrática
acrílico	acrílica
acrítico	acrítica
acrónico	acrónica
acróstico	acróstica
actinomorfo	actinomorfa
activador	activadora
activo	activa
actor	actora
actor	actriz
actuado	actuada
actualizador	actualizadora
actuario	actuaria
actuoso	actuosa
actínico	actínica
acuarelado	acuarelada
acuarelístico	acuarelística
acubado	acubada
acucharado	acucharada
acuchillado	acuchillada
acuchillador	acuchilladora
acuciador	acuciadora
acucioso	acuciosa
acuicultor	acuicultora
aculado	aculada
acuminado	acuminada
acuminoso	acuminosa
acunulador	acunuladora
acuoso	acuosa
acupuntor	acupuntora
acurado	acurada
acusado	acusada
acusador	acusadora
acusatorio	acusatoria
acusón	acusóna
acuto	acuta
acuático	acuática
acuífero	acuífera
acuñador	acuñadora
acárido	acárida
acéfalo	acéfala
acérrimo	acérrima
acético	acética
acídulo	acídula
acústico	acústica
adamado	adamada
adamantino	adamantina
adamascado	adamascada
adaptador	adaptadora
adaptativo	adaptativa
adecuado	adecuada
adelantado	adelantada
adelantador	adelantadora
adelgazador	adelgazadora
adenoideo	adenoidea
adenopático	adenopática
adenoso	adenosa
adepto	adepta
aderezado	aderezada
adero	adera
adestrado	adestrada
adestrador	adestradora
adiabático	adiabática
adiamantado	adiamantada
adiano	adiana
adicionador	adicionadora
adictivo	adictiva
adicto	adicta
adiestrado	adiestrada
adiestrador	adiestradora
adinerado	adinerada
adinámico	adinámica
adiposo	adiposa
aditicio	aditicia
aditivo	aditiva
adivinador	adivinadora
adivinatorio	adivinatoria
adivino	adivina
adjetivador	adjetivadora
adjetivo	adjetiva
adjudicador	adjudicadora
adjudicatario	adjudicataria
adjunto	adjunta
adjurado	adjurada
adjutor	adjutora
administrado	administrada
administrador	administradora
administrativo	administrativa
administratorio	administratoria
admirador	admiradora
admirativo	admirativa
admonitor	admonitora
admonitorio	admonitoria
adnado	adnada
adnato	adnata
ado	ada
adobador	adobadora
adocenado	adocenada
adoctrinador	adoctrinadora
adolorado	adolorada
adolorido	adolorida
adonado	adonada
adoptador	adoptadora
adoptando	adoptanda
adoptivo	adoptiva
ador	adora
adorador	adoradora
adornador	adornadora
adosado	adosada
adovelado	adovelada
adquirido	adquirida
adquiridor	adquiridora
adquisidor	adquisidora
adquisitivo	adquisitiva
adrado	adrada
adrenalínico	adrenalínica
adrenérgico	adrenérgica
adriático	adriática
adscripto	adscripta
adscrito	adscrita
aduanero	aduanera
aductor	aductora
aduendado	aduendada
adufero	adufera
adulador	aduladora
adulatorio	adulatoria
adulterador	adulteradora
adulterino	adulterina
adulto	adulta
adulón	adulóna
adunco	adunca
adundado	adundada
adustivo	adustiva
adusto	adusta
advenedizo	advenediza
advenidero	advenidera
adventicio	adventicia
adversario	adversaria
adversativo	adversativa
adverso	adversa
advertido	advertida
advocatorio	advocatoria
adámico	adámica
adánico	adánica
adélfico	adélfica
adúltero	adúltera
aerbaiyano	aerbaiyana
aerobio	aerobia
aerocriptográfico	aerocriptográfica
aerodinámico	aerodinámica
aerofágico	aerofágica
aerográfico	aerográfica
aerolítico	aerolítica
aeromozo	aeromoza
aeromántico	aeromántica
aeronato	aeronata
aeronáutico	aeronáutica
aeroportuario	aeroportuaria
aerostero	aerostera
aerostático	aerostática
aerotécnico	aerotécnica
aeróbico	aeróbica
aerófobo	aerófoba
aerófono	aerófona
afaccionado	afaccionada
afamado	afamada
afanado	afanada
afanador	afanadora
afanoso	afanosa
afarallonado	afarallonada
afarolado	afarolada
afeador	afeadora
afecho	afecha
afectado	afectada
afectador	afectadora
afectivo	afectiva
afecto	afecta
afectuoso	afectuosa
afeitador	afeitadora
afelpado	afelpada
afeminado	afeminada
aferidor	aferidora
aferrador	aferradora
aferruzado	aferruzada
afestonado	afestonada
afgano	afgana
afianzador	afianzadora
aficionado	aficionada
aficionador	aficionadora
afiebrado	afiebrada
afijado	afijada
afijo	afija
afilado	afilada
afilador	afiladora
afiliado	afiliada
afiligranado	afiligranada
afilosofado	afilosofada
afinador	afinadora
afincado	afincada
afirmador	afirmadora
afirmativo	afirmativa
aflamencado	aflamencada
aflautado	aflautada
aflechado	aflechada
aflictivo	aflictiva
aflicto	aflicta
afligido	afligida
aforado	aforada
aforrado	aforrada
afortunado	afortunada
aforístico	aforística
afrailado	afrailada
afrancesado	afrancesada
afranjado	afranjada
afrentador	afrentadora
afrentoso	afrentosa
afresado	afresada
africado	africada
africano	africana
afrisonado	afrisonada
afro	afra
afroamericano	afroamericana
afroantillano	afroantillana
afroasiático	afroasiática
afrocubano	afrocubana
afrodisíaco	afrodisíaca
afronegro	afronegra
afronorteamericano	afronorteamericana
afrontado	afrontada
afrutado	afrutada
aftoso	aftosa
afuciado	afuciada
afuereño	afuereña
afuerino	afuerina
afumado	afumada
afásico	afásica
afónico	afónica
afótico	afótica
agachón	agachóna
agalbanado	agalbanada
agalgado	agalgada
agallado	agallada
agallegado	agallegada
agallonado	agallonada
agalludo	agalluda
agallú	agallúa
agamuzado	agamuzada
aganipeo	aganipea
agarabatado	agarabatada
agarbado	agarbada
agarbanzado	agarbanzada
agareno	agarena
agaricáceo	agaricácea
agarrado	agarrada
agarrador	agarradora
agarrotado	agarrotada
agasajado	agasajada
agasajador	agasajadora
agatino	agatina
agauchado	agauchada
agavillado	agavillada
agavillador	agavilladora
agazapado	agazapada
agencioso	agenciosa
agentivo	agentiva
agestado	agestada
agigantado	agigantada
agilipollado	agilipollada
agitado	agitada
agitador	agitadora
agitanado	agitanadaagitar
aglutinador	aglutinadora
aglutinógeno	aglutinógena
agnado	agnada
agnaticio	agnaticia
agnóstico	agnóstica
agobiado	agobiada
agobiador	agobiadora
agológico	agológica
agonioso	agoniosa
agonístico	agonística
agorador	agoradora
agorero	agorera
agostador	agostadora
agostero	agostera
agosteño	agosteña
agostizo	agostiza
agotado	agotada
agotador	agotadora
agozcado	agozcada
agracero	agracera
agraceño	agraceña
agraciado	agraciada
agradador	agradadora
agradecido	agradecida
agramador	agramadora
agramontino	agramontina
agramontés	agramontésa
agrandado	agrandada
agranujado	agranujada
agrario	agraria
agravador	agravadora
agravatorio	agravatoria
agraviado	agraviada
agraviador	agraviadora
agravioso	agraviosa
agredido	agredida
agregado	agregada
agregativo	agregativa
agregatorio	agregatoria
agresivo	agresiva
agresor	agresora
agriado	agriada
agricultor	agricultora
agrietado	agrietada
agrimensor	agrimensora
agringado	agringada
agrio	agria
agrisado	agrisada
agrisetado	agrisetada
agro	agra
agroalimentario	agroalimentaria
agroecológico	agroecológica
agronómico	agronómica
agropecuario	agropecuaria
agroquímico	agroquímica
agrupador	agrupadora
agrónomo	agrónoma
aguacateco	aguacateca
aguacatero	aguacatera
aguacatón	aguacatóna
aguachento	aguachenta
aguachinoso	aguachinosa
aguadero	aguadera
aguadillano	aguadillana
aguado	aguada
aguador	aguadora
aguaitador	aguaitadora
aguajero	aguajera
aguajirado	aguajirada
agualotoso	agualotosa
aguambado	aguambada
aguamelado	aguamelada
aguamielero	aguamielera
aguanoso	aguanosa
aguantador	aguantadora
aguantón	aguantóna
aguarapado	aguarapada
aguardentero	aguardentera
aguardentoso	aguardentosa
aguardillado	aguardillada
aguatero	aguatera
aguayo	aguaya
aguazoso	aguazosa
agucioso	aguciosa
agudo	aguda
aguijador	aguijadora
aguijoneador	aguijoneadora
aguileño	aguileña
aguisado	aguisada
agujereado	agujereada
agujetero	agujetera
aguoso	aguosa
agustiniano	agustiniana
agustino	agustina
aguzadero	aguzadera
aguzado	aguzada
aguzador	aguzadora
agógico	agógica
agónico	agónica
ahebrado	ahebrada
ahechador	ahechadora
ahelgado	ahelgada
ahembrado	ahembrada
ahidalgado	ahidalgada
ahigadado	ahigadada
ahijado	ahijada
ahijador	ahijadora
ahilado	ahilada
ahincado	ahincada
ahistórico	ahistórica
ahobachonado	ahobachonada
ahogadero	ahogadera
ahogadizo	ahogadiza
ahogado	ahogada
ahogador	ahogadora
ahombrado	ahombrada
ahondador	ahondadora
ahorcadizo	ahorcadiza
ahorcado	ahorcada
ahorcador	ahorcadora
ahorquillado	ahorquillada
ahorrado	ahorrada
ahorrador	ahorradora
ahorrativo	ahorrativa
ahorroso	ahorrosa
ahotado	ahotada
ahuachapaneco	ahuachapaneca
ahuchador	ahuchadora
ahuecado	ahuecada
ahuecador	ahuecadora
ahuesado	ahuesada
ahuevado	ahuevada
ahumado	ahumada
ahurragado	ahurragada
ahutado	ahutada
ahuyentador	ahuyentadora
ahíto	ahíta
aico	aica
aindiado	aindiada
aiquileño	aiquileña
airado	airada
airoso	airosa
aisenino	aisenina
aislado	aislada
aislador	aisladora
aizoáceo	aizoácea
ajambado	ajambada
ajamonado	ajamonada
ajedrecístico	ajedrecística
ajedrezado	ajedrezada
ajenador	ajenadora
ajeno	ajena
ajerezado	ajerezada
ajero	ajera
ajetreado	ajetreada
ajimezado	ajimezada
ajo	aja
ajobero	ajobera
ajolotado	ajolotada
ajuanetado	ajuanetada
ajudiado	ajudiada
ajuglarado	ajuglarada
ajuiciado	ajuiciada
ajuno	ajuna
ajustado	ajustada
ajustador	ajustadora
ajustero	ajustera
ajusticiado	ajusticiada
alabador	alabadora
alabancero	alabancera
alabancioso	alabanciosa
alabardado	alabardada
alabastrado	alabastrada
alabastrino	alabastrina
alabeado	alabeada
alabiado	alabiada
alabradorado	alabradorada
alacranado	alacranada
alado	alada
alagadizo	alagadiza
alagartado	alagartada
alambicado	alambicada
alambiquero	alambiquera
alamborado	alamborada
alamán	alamána
alangieo	alangiea
alangiáceo	alangiácea
alano	alana
alantoideo	alantoidea
alaraco	alaraca
alarconiano	alarconiana
alardoso	alardosa
alargado	alargada
alargador	alargadora
alarmador	alarmadora
alaskeño	alaskeña
alastoso	alastosa
alatinado	alatinada
alauseño	alauseña
alavés	alavésa
alazano	alazana
albaceteño	albaceteña
albahío	albahía
albanado	albanada
albano	albana
albanés	albanésa
albarazado	albarazada
albardado	albardada
albarizo	albariza
albarraniego	albarraniega
albarrazado	albarrazada
albarráneo	albarránea
albayaldado	albayaldada
albayano	albayana
albazano	albazana
albañalero	albañalera
albedriador	albedriadora
albergador	albergadora
alberguero	alberguera
albero	albera
alberquero	alberquera
albino	albina
albirchongo	albirchonga
albo	alba
alboguero	alboguera
alborotadizo	alborotadiza
alborotado	alborotada
alborotador	alborotadora
alborotero	alborotera
alborotoso	alborotosa
alborozado	alborozada
alborozador	alborozadora
albugíneo	albugínea
albuminado	albuminada
albuminoideo	albuminoidea
albureado	albureada
albureador	albureadora
alburero	alburera
alcabalatorio	alcabalatoria
alcachofado	alcachofada
alcachofero	alcachofera
alcahuete	alcahueta
alcaladino	alcaladina
alcalaeño	alcalaeña
alcalareño	alcalareña
alcalaíno	alcalaína
alcalde	alcaldesa
alcalino	alcalina
alcalinotérreo	alcalinotérrea
alcanforado	alcanforada
alcantarino	alcantarina
alcanzadizo	alcanzadiza
alcanzado	alcanzada
alcanzador	alcanzadora
alcanzativo	alcanzativa
alcaparrado	alcaparrada
alcaraceño	alcaraceña
alcarracero	alcarracera
alcarreño	alcarreña
alcazareño	alcazareña
alcañizano	alcañizana
alcireño	alcireña
alcoholado	alcoholada
alcoholero	alcoholera
alcoholizado	alcoholizada
alcohólico	alcohólica
alcornoqueño	alcornoqueña
alcorzado	alcorzada
alcoránico	alcoránica
alcoyano	alcoyana
alcucero	alcucera
alcurniado	alcurniada
aldeaniego	aldeaniega
aldeano	aldeana
aldehídico	aldehídica
aldino	aldina
aleatorio	aleatoria
alebrestado	alebrestada
aleccionador	aleccionadora
aledaño	aledaña
alegador	alegadora
alegatorio	alegatoria
alegrador	alegradora
alegroso	alegrosa
alegón	alegóna
alegórico	alegórica
alejado	alejada
alejandrino	alejandrina
alelado	alelada
alelomorfo	alelomorfa
alelomórfico	alelomórfica
alemanesco	alemanesca
alemanisco	alemanisca
alemanés	alemanésa
alemán	alemána
alemánico	alemánica
alentado	alentada
alentador	alentadora
alentoso	alentosa
aleonado	aleonada
alergológico	alergológica
alergénico	alergénica
alergólogo	alergóloga
alertado	alertada
alertador	alertadora
alerto	alerta
alesnado	alesnada
aletargador	aletargadora
aleutiano	aleutiana
alevantadizo	alevantadiza
alevoso	alevosa
alexifármaco	alexifármaca
aleznado	aleznada
alfabetizado	alfabetizada
alfabetizador	alfabetizadora
alfabetizando	alfabetizanda
alfabeto	alfabeta
alfabético	alfabética
alfanjado	alfanjada
alfarero	alfarera
alfareño	alfareña
alfarrazador	alfarrazadora
alfayate	alfayata
alfileresco	alfileresca
alfombrero	alfombrera
alfonsino	alfonsina
alforjero	alforjera
algabeño	algabeña
algaido	algaida
algaliero	algaliera
algarabiado	algarabiada
algareador	algareadora
algarero	algarera
algarivo	algariva
algebraico	algebraica
algecireño	algecireña
algodonero	algodonera
algodonoso	algodonosa
algonquino	algonquina
algorítmico	algorítmica
algoso	algosa
algotro	algotra
alguacil	alguacila
alguacilesco	alguacilesca
alguacilillo	alguacilillla
alguero	alguera
alguno	alguna
alhajito	alhajita
alharaquero	alharaquera
alharaquiento	alharaquienta
aliabierto	aliabierta
aliacanado	aliacanada
aliado	aliada
aliadófilo	aliadófila
alicantino	alicantina
alicatador	alicatadora
alicaído	alicaída
alicorto	alicorta
alienado	alienada
alienígeno	alienígena
alifático	alifática
alijador	alijadora
alijariego	alijariega
alimanisco	alimanisca
alimentador	alimentadora
alimentario	alimentaria
alimenticio	alimenticia
alimentoso	alimentosa
alimpiador	alimpiadora
alindado	alindada
alineado	alineada
aliquebrado	aliquebrada
alirrojo	alirroja
alisador	alisadora
alismatáceo	alismatácea
alismáceo	alismácea
alistado	alistada
alistador	alistadora
alistano	alistana
aliterado	aliterada
aliviador	aliviadora
alivioso	aliviosa
aliáceo	aliácea
aliñado	aliñada
aliñador	aliñadora
aliñoso	aliñosa
aljamiado	aljamiada
allanador	allanadora
allegadizo	allegadiza
allegado	allegada
allegador	allegadora
almacenero	almacenera
almacigado	almacigada
almaciguero	almaciguera
almadrabero	almadrabera
almadreñero	almadreñera
almagrero	almagrera
almagreño	almagreña
almanaquero	almanaquera
almastigado	almastigada
almazarero	almazarera
almenado	almenada
almendrado	almendrada
almibarado	almibarada
almidonado	almidonada
almizclado	almizclada
almizclero	almizclera
almizcleño	almizcleña
almo	alma
almodovareño	almodovareña
almohadado	almohadada
almohadillado	almohadillada
almonedero	almonedera
almorraniento	almorranienta
almorzado	almorzada
almuercero	almuercera
alnado	alnada
alobadado	alobadada
alobado	alobada
alobrógico	alobrógica
alobunado	alobunada
alocado	alocada
alogador	alogadora
alojado	alojada
alojero	alojera
alomado	alomada
alongado	alongada
alopiado	alopiada
alopático	alopática
alopécico	alopécica
alotrópico	alotrópica
alparcero	alparcera
alpargatado	alpargatada
alpargatero	alpargatera
alpino	alpina
alpujarreño	alpujarreña
alquiladizo	alquiladiza
alquilón	alquilóna
alquitranado	alquitranada
alquímico	alquímica
alrevesado	alrevesada
alsaciano	alsaciana
altaico	altaica
altanero	altanera
altarero	altarera
altaricón	altaricóna
alteradizo	alteradiza
alterador	alteradora
alterativo	alterativa
alternado	alternada
alternativo	alternativa
alterno	alterna
alteroso	alterosa
alteño	alteña
altimétrico	altimétrica
altiplánico	altiplánica
altiricón	altiricóna
altivo	altiva
alto	alta
altoaragonés	altoaragonésa
altoperuano	altoperuana
altramucero	altramucera
altílocuo	altílocua
alucinado	alucinada
alucinador	alucinadora
alucinatorio	alucinatoria
alucinógeno	alucinógena
aludido	aludida
aludo	aluda
alumbrado	alumbrada
alumbrador	alumbradora
alumbroso	alumbrosa
aluminoso	aluminosa
alumno	alumna
alunado	alunada
alunarado	alunarada
alusivo	alusiva
alveolado	alveolada
alvino	alvina
alzadizo	alzadiza
alzado	alzada
alzador	alzadora
alérgeno	alérgena
alérgico	alérgica
alífero	alífera
alígero	alígera
alípedo	alípeda
alóctono	alóctona
alófono	alófona
alógeno	alógena
alógico	alógica
alón	alóna
amacigado	amacigada
amado	amada
amador	amadora
amadroñado	amadroñada
amaestrado	amaestrada
amaestrador	amaestradora
amalfitano	amalfitana
amalgamador	amalgamadora
amamantador	amamantadora
amanecido	amanecida
amanerado	amanerada
amanojado	amanojada
amansador	amansadora
amaracino	amaracina
amarantáceo	amarantácea
amarcigado	amarcigada
amargado	amargada
amargo	amarga
amargoso	amargosa
amaricado	amaricada
amariconado	amariconada
amarilidáceo	amarilidácea
amarillejo	amarilleja
amarillento	amarillenta
amarillo	amarillla
amarilloso	amarillosa
amarilídeo	amarilídea
amariposado	amariposada
amaro	amara
amarrado	amarrada
amarrador	amarradora
amarrete	amarreta
amarrido	amarrida
amarronado	amarronada
amarrón	amarróna
amartelado	amartelada
amasador	amasadora
amasandero	amasandera
amasio	amasia
amatador	amatadora
amativo	amativa
amatorio	amatoria
amazacotado	amazacotada
amazonio	amazonia
amazónico	amazónica
ambagioso	ambagiosa
ambarino	ambarina
ambateño	ambateña
amberino	amberina
ambicioso	ambiciosa
ambidextro	ambidextra
ambidiestro	ambidiestra
ambientador	ambientadora
ambientólogo	ambientóloga
ambiguo	ambigua
amblador	ambladora
ambos	ambas
ambrosiano	ambrosiana
ambulativo	ambulativa
ambulatorio	ambulatoria
amebiano	amebiana
amedrentado	amedrentada
amedrentador	amedrentadora
amelcochado	amelcochada
amelenado	amelenada
amelgado	amelgada
amelocotonado	amelocotonada
amelonado	amelonada
amembrillado	amembrillada
amenazador	amenazadora
amenguadero	amenguadera
amenizador	amenizadora
ameno	amena
amentáceo	amentácea
amerengado	amerengada
americanizado	americanizada
americano	americana
americanístico	americanística
amerindio	amerindia
ameritado	ameritada
amesetado	amesetada
amestizado	amestizada
ametalado	ametalada
ametrallador	ametralladora
amicísimo	amicísima
amidaláceo	amidalácea
amigajado	amigajada
amigo	amiga
amigovio	amigovia
amiguero	amiguera
amilanado	amilanada
amillonado	amillonada
amiloideo	amiloidea
amiláceo	amilácea
amistoso	amistosa
amitótico	amitótica
amniótico	amniótica
amnésico	amnésica
amo	ama
amodorrado	amodorrada
amodorrido	amodorrida
amogotado	amogotada
amolado	amolada
amolador	amoladora
amoladón	amoladóna
amoldador	amoldadora
amollador	amolladora
amollentativo	amollentativa
amolletado	amolletada
amondongado	amondongada
amonestador	amonestadora
amoniotélico	amoniotélica
amontillado	amontillada
amontonador	amontonadora
amoratado	amoratada
amorcillado	amorcillada
amordazador	amordazadora
amorfo	amorfa
amoriscado	amoriscada
amormado	amormada
amorosiento	amorosienta
amoroso	amorosa
amorreo	amorrea
amorrinado	amorrinada
amortajador	amortajadora
amortiguado	amora
amos	amas
amostachado	amostachada
amotinado	amotinada
amotinador	amotinadora
amparador	amparadora
ampelográfico	ampelográfica
ampelídeo	ampelídea
ampelógrafo	ampelógrafa
ampirdanés	ampirdanésa
amplexicaulo	amplexicaula
ampliador	ampliadora
ampliatorio	ampliatoria
amplificador	amplificadora
amplificativo	amplificativa
amplio	amplia
amplo	ampla
ampuloso	ampulosa
ampón	ampóna
amuchachado	amuchachada
amueblado	amueblada
amugronador	amugronadora
amujerado	amujerada
amulatado	amulatada
amurallado	amurallada
amusco	amusca
amusgo	amusga
amuzgo	amuzga
amuñecado	amuñecada
amárico	amárica
amétrico	amétrica
amínico	amínica
amónico	amónica
anabólico	anabólica
anacalo	anacala
anacarado	anacarada
anacardino	anacardina
anacardiáceo	anacardiácea
anacorético	anacorética
anacreóntico	anacreóntica
anacrónico	anacrónica
anadino	anadina
anaerobio	anaerobia
anaeróbico	anaeróbica
anafiláctico	anafiláctica
anafrodisíaco	anafrodisíaca
anafórico	anafórica
anaglífico	anaglífica
anagramático	anagramática
anagógico	anagógica
analfabeto	analfabeta
analgésico	analgésica
analizador	analizadora
analéptico	analéptica
analístico	analística
analítico	analítica
analógico	analógica
anamniótico	anamniótica
anamórfico	anamórfica
anapéstico	anapéstica
anaranjado	anaranjada
anastigmático	anastigmática
anatado	anatada
anatematizador	anatematizadora
anatolio	anatolia
anatomopatológico	anatomopatológica
anatomopatólogo	anatomopatóloga
anatómico	anatómica
ancado	ancada
ancashino	ancashina
anchicorto	anchicorta
ancho	ancha
anchuroso	anchurosa
anciano	anciana
ancilario	ancilaria
anco	anca
anconitano	anconitana
ancudo	ancuda
andadero	andadera
andado	andada
andador	andadora
andahuailino	andahuailina
andalotero	andalotera
andaluz	andaluza
andalón	andalóna
andantesco	andantesca
andariego	andariega
andarín	andarína
andero	andera
andino	andina
andorrano	andorrana
andorrero	andorrera
andosco	andosca
andrado	andrada
andrajero	andrajera
andrajoso	andrajosa
androcéntrico	androcéntrica
androgénico	androgénica
andrófobo	andrófoba
andrógino	andrógina
andrólogo	andróloga
andujareño	andujareña
andón	andóna
anecdótico	anecdótica
anecoico	anecoica
anegociado	anegociada
anejo	aneja
anemométrico	anemométrica
anepigráfico	anepigráfica
anestesiólogo	anestesióloga
anestésico	anestésica
anexo	anexa
anfetamínico	anfetamínica
anfibio	anfibia
